date,hour,temperature,altitude,wind,visibility,cloud_cover
04-04-14,0,46.9,30.09,0,10,Overcast
04-04-14,1,45,30.08,4.6,9,Overcast
04-04-14,2,44.1,30.07,6.9,8,Overcast
04-04-14,3,44.1,30.07,8.06,9,Overcast
04-04-14,4,43,30.06,5.75,9,Overcast
04-04-14,5,43,30.06,4.6,9,Overcast
04-04-14,6,44.1,30.06,5.75,10,Overcast
04-04-14,7,44.1,30.06,6.9,9,Overcast
04-04-14,8,44.1,30.06,6.9,10,Overcast
04-04-14,9,43,30.05,11.5,10,Overcast
04-04-14,10,44.1,30.05,12.7,10,Overcast
04-04-14,11,42.1,30.06,10.4,2,Overcast
04-04-14,12,41,30.03,11.5,2,Overcast
04-04-14,13,42.1,30.01,12.7,3,Overcast
04-04-14,14,43,29.98,8.06,10,Overcast
04-04-14,15,42.1,29.95,13.8,7,Overcast
04-04-14,16,42.1,29.91,10.4,9,Overcast
04-04-14,17,41,29.88,12.7,4,Overcast
04-04-14,18,42.1,29.87,9.21,3,Overcast
04-04-14,19,42.1,29.84,8.06,2.5,Overcast
04-04-14,20,43,29.84,9.21,2.5,Overcast
04-04-14,21,42.1,29.82,10.4,2,Overcast
04-04-14,22,41,29.77,11.5,2,Overcast
04-04-14,23,41,29.78,11.5,2.5,Overcast
05-04-14,0,41,29.76,12.7,6,Overcast
05-04-14,1,41,29.73,8.06,7,Overcast
05-04-14,2,41,29.75,10.4,6,Overcast
05-04-14,3,41,29.72,10.4,7,Overcast
05-04-14,4,42.1,29.76,8.06,8,Overcast
05-04-14,5,42.1,29.78,3.45,9,Overcast
05-04-14,6,42.1,29.8,3.45,8,Mostly Cloudy
05-04-14,7,44.1,29.81,8.06,7,Mostly Cloudy
05-04-14,8,48,29.82,11.5,8,Partly Cloudy
05-04-14,9,53.1,29.82,23,10,Partly Cloudy
05-04-14,10,53.1,29.84,24.2,10,Partly Cloudy
05-04-14,11,50,29.85,28.8,10,Mostly Cloudy
05-04-14,12,52,29.85,25.3,10,Mostly Cloudy
05-04-14,13,54,29.86,23,10,Mostly Cloudy
05-04-14,14,55.9,29.86,20.7,10,Partly Cloudy
05-04-14,15,55,29.87,21.9,10,Partly Cloudy
05-04-14,16,55.9,29.89,21.9,10,Partly Cloudy
05-04-14,17,51.1,29.92,20.7,10,Partly Cloudy
05-04-14,18,51.1,29.94,21.9,10,Partly Cloudy
05-04-14,19,48,29.97,15,10,Partly Cloudy
05-04-14,20,46,30.03,18.4,10,Mostly Clear
05-04-14,21,44.1,30.05,12.7,10,Mostly Clear
05-04-14,22,43,30.07,17.3,10,Mostly Clear
05-04-14,23,42.1,30.09,16.1,10,Mostly Clear
06-04-14,0,39.9,30.1,10.4,10,Clear
06-04-14,1,36,30.11,12.7,10,Clear
06-04-14,2,37,30.11,10.4,10,Clear
06-04-14,3,36,30.12,5.75,10,Clear
06-04-14,4,36,30.15,9.21,10,Clear
06-04-14,5,35.1,30.16,8.06,10,Clear
06-04-14,6,35.1,30.19,4.6,10,Clear
06-04-14,7,37.9,30.2,6.9,10,Clear
06-04-14,8,42.1,30.21,10.4,10,Clear
06-04-14,9,44.1,30.21,9.21,10,Clear
06-04-14,10,48,30.21,9.21,10,Clear
06-04-14,11,48.9,30.2,5.75,10,Clear
06-04-14,12,52,30.19,0,10,Clear
06-04-14,13,55.9,30.18,6.9,10,Clear
06-04-14,14,59,30.17,6.9,10,Clear
06-04-14,15,60.1,30.15,9.21,10,Mostly Clear
06-04-14,16,61,30.13,6.9,10,Mostly Clear
06-04-14,17,57.9,30.12,12.7,10,Partly Cloudy
06-04-14,18,54,30.13,10.4,10,Mostly Cloudy
06-04-14,19,50,30.17,6.9,10,Mostly Cloudy
06-04-14,20,48,30.21,6.9,10,Partly Cloudy
06-04-14,21,46,30.2,5.75,10,Partly Cloudy
06-04-14,22,45,30.22,5.75,10,Mostly Clear
06-04-14,23,42.1,30.21,3.45,10,Mostly Clear
07-04-14,0,42.1,30.21,4.6,10,Partly Cloudy
07-04-14,1,42.1,30.2,0,10,Mostly Cloudy
07-04-14,2,41,30.18,3.45,10,Mostly Cloudy
07-04-14,3,42.1,30.17,0,9,Overcast
07-04-14,4,41,30.17,0,9,Overcast
07-04-14,5,42.1,30.17,0,6,Mostly Cloudy
07-04-14,6,42.1,30.18,0,4,Overcast
07-04-14,7,44.1,30.19,0,3,Overcast
07-04-14,8,44.1,30.21,0,3,Overcast
07-04-14,9,45,30.22,6.9,3,Overcast
07-04-14,10,46.9,30.2,5.75,7,Overcast
07-04-14,11,48.9,30.18,8.06,10,Overcast
07-04-14,12,50,30.15,9.21,10,Overcast
07-04-14,13,50,30.11,10.4,10,Overcast
07-04-14,14,50,30.07,10.4,10,Overcast
07-04-14,15,48.9,29.98,13.8,10,Overcast
07-04-14,16,50,29.97,8.06,10,Overcast
07-04-14,17,48,29.96,10.4,2.5,Overcast
07-04-14,18,48,29.94,9.21,2.5,Overcast
07-04-14,19,48.9,29.87,8.06,2.5,Overcast
07-04-14,20,46.9,29.82,11.5,2.5,Overcast
07-04-14,21,46,29.8,6.9,2.5,Overcast
07-04-14,22,46.9,29.75,5.75,2.5,Overcast
07-04-14,23,46,29.72,6.9,2,Overcast
08-04-14,0,45,29.65,8.06,1.75,Overcast
08-04-14,1,46,29.62,3.45,0.5,Overcast
08-04-14,2,48,29.57,3.45,0.25,Overcast
08-04-14,3,48.9,29.53,0,0.5,Overcast
08-04-14,4,48.9,29.52,3.45,0.5,Overcast
08-04-14,5,48.9,29.48,3.45,1.5,Overcast
08-04-14,6,50,29.47,0,2,Overcast
08-04-14,7,51.1,29.46,0,2,Overcast
08-04-14,8,52,29.45,0,0.5,Overcast
08-04-14,9,54,29.44,8.06,1,Overcast
08-04-14,10,59,29.43,12.7,9,Mostly Cloudy
08-04-14,11,63,29.43,18.4,10,Mostly Cloudy
08-04-14,12,64.9,29.4,21.9,10,Mostly Cloudy
08-04-14,13,66,29.41,19.6,10,Mostly Cloudy
08-04-14,14,64.9,29.42,23,10,Mostly Cloudy
08-04-14,15,63,29.45,27.6,10,Mostly Cloudy
08-04-14,16,63,29.46,26.5,10,Mostly Cloudy
08-04-14,17,60.1,29.5,20.7,10,Mostly Cloudy
08-04-14,18,59,29.52,16.1,10,Mostly Cloudy
08-04-14,19,57.9,29.55,12.7,10,Partly Cloudy
08-04-14,20,55.9,29.59,13.8,10,Partly Cloudy
08-04-14,21,53.1,29.63,18.4,10,Partly Cloudy
08-04-14,22,51.1,29.63,17.3,10,Partly Cloudy
08-04-14,23,50,29.64,12.7,10,Partly Cloudy
09-04-14,0,48.9,29.67,9.21,10,Mostly Clear
09-04-14,1,48,29.65,9.21,10,Clear
09-04-14,2,48,29.64,10.4,10,Clear
09-04-14,3,46,29.64,8.06,10,Clear
09-04-14,4,45,29.65,8.06,10,Clear
09-04-14,5,45,29.67,5.75,10,Clear
09-04-14,6,45,29.69,5.75,10,Mostly Clear
09-04-14,7,48,29.72,9.21,10,Mostly Clear
09-04-14,8,52,29.73,5.75,10,Mostly Clear
09-04-14,9,55,29.72,10.4,10,Partly Cloudy
09-04-14,10,57.9,29.74,12.7,10,Partly Cloudy
09-04-14,11,60.1,29.73,9.21,10,Partly Cloudy
09-04-14,12,61,29.74,17.3,10,Partly Cloudy
09-04-14,13,62.1,29.74,17.3,10,Partly Cloudy
09-04-14,14,62.1,29.73,19.6,10,Partly Cloudy
09-04-14,15,63,29.74,17.3,10,Mostly Cloudy
09-04-14,16,61,29.77,24.2,10,Mostly Cloudy
09-04-14,17,59,29.8,19.6,10,Mostly Clear
09-04-14,18,57,29.82,21.9,10,Mostly Clear
09-04-14,19,54,29.87,18.4,10,Mostly Clear
09-04-14,20,53.1,29.93,19.6,10,Clear
09-04-14,21,51.1,29.97,12.7,10,Clear
09-04-14,22,50,30,10.4,10,Clear
09-04-14,23,48,30.04,8.06,10,Clear
10-04-14,0,45,30.06,10.4,10,Clear
10-04-14,1,41,30.07,8.06,10,Clear
10-04-14,2,44.1,30.09,0,10,Clear
10-04-14,3,42.1,30.1,4.6,10,Clear
10-04-14,4,41,30.11,4.6,10,Clear
10-04-14,5,39.9,30.14,0,10,Clear
10-04-14,6,41,30.18,5.75,10,Clear
10-04-14,7,45,30.2,8.06,10,Clear
10-04-14,8,48.9,30.21,5.75,10,Clear
10-04-14,9,52,30.22,10.4,10,Clear
10-04-14,10,55,30.22,12.7,10,Clear
10-04-14,11,59,30.19,9.21,10,Mostly Clear
10-04-14,12,61,30.16,6.9,10,Mostly Clear
10-04-14,13,62.1,30.13,4.6,10,Mostly Clear
10-04-14,14,60.1,30.11,16.1,10,Mostly Clear
10-04-14,15,59,30.09,16.1,10,Mostly Clear
10-04-14,16,60.1,30.06,13.8,10,Partly Cloudy
10-04-14,17,60.1,30.05,10.4,10,Partly Cloudy
10-04-14,18,59,30.05,11.5,10,Mostly Cloudy
10-04-14,19,57.9,30.05,12.7,10,Mostly Cloudy
10-04-14,20,57,30.06,16.1,10,Mostly Cloudy
10-04-14,21,55,30.06,10.4,10,Mostly Cloudy
10-04-14,22,55,30.05,11.5,10,Mostly Cloudy
10-04-14,23,55.9,30.04,12.7,10,Overcast
11-04-14,0,55.9,30.02,10.4,10,Overcast
11-04-14,1,55,29.99,9.21,10,Overcast
11-04-14,2,54,29.97,5.75,10,Mostly Cloudy
11-04-14,3,54,29.96,8.06,10,Mostly Cloudy
11-04-14,4,53.1,29.96,9.21,10,Mostly Cloudy
11-04-14,5,53.1,29.97,9.21,10,Mostly Cloudy
11-04-14,6,55,29.99,9.21,10,Overcast
11-04-14,7,55.9,30.02,5.75,10,Overcast
11-04-14,8,57.9,30.03,10.4,10,Overcast
11-04-14,9,63,30.02,12.7,10,Overcast
11-04-14,10,68,30.04,10.4,10,Overcast
11-04-14,11,69.1,30.01,10.4,10,Overcast
11-04-14,12,73,29.98,12.7,10,Overcast
11-04-14,13,75,29.96,11.5,10,Mostly Cloudy
11-04-14,14,75,29.94,11.5,10,Overcast
11-04-14,15,73.9,29.93,9.21,10,Overcast
11-04-14,16,75,29.93,16.1,10,Overcast
11-04-14,17,69.1,29.96,17.3,10,Overcast
11-04-14,18,66,29.96,17.3,10,Overcast
11-04-14,19,64,29.99,8.06,10,Overcast
11-04-14,20,63,30.01,9.21,10,Mostly Cloudy
11-04-14,21,62.1,30.02,4.6,10,Overcast
11-04-14,22,61,30.01,3.45,10,Overcast
11-04-14,23,60.1,30.01,3.45,10,Overcast
12-04-14,0,59,30.03,8.06,10,Overcast
12-04-14,1,57,30.02,4.6,10,Partly Cloudy
12-04-14,2,55.9,30.04,6.9,10,Mostly Cloudy
12-04-14,3,55,30.07,9.21,10,Mostly Cloudy
12-04-14,4,52,30.1,6.9,10,Partly Cloudy
12-04-14,5,51.1,30.13,8.06,10,Partly Cloudy
12-04-14,6,50,30.15,6.9,10,Mostly Clear
12-04-14,7,54,30.18,4.6,10,Mostly Clear
12-04-14,8,55,30.23,5.75,10,Mostly Clear
12-04-14,9,61,30.23,0,10,Mostly Clear
12-04-14,10,63,30.23,0,10,Partly Cloudy
12-04-14,11,66.9,30.22,0,10,Partly Cloudy
12-04-14,12,71.1,30.2,12.7,10,Mostly Cloudy
12-04-14,13,72,30.17,5.75,10,Mostly Cloudy
12-04-14,14,73,30.15,3.45,10,Mostly Cloudy
12-04-14,15,69.1,30.13,12.7,10,Partly Cloudy
12-04-14,16,68,30.15,8.06,10,Partly Cloudy
12-04-14,17,66.9,30.15,10.4,10,Partly Cloudy
12-04-14,18,64,30.17,12.7,10,Partly Cloudy
12-04-14,19,61,30.19,13.8,10,Mostly Cloudy
12-04-14,20,60.1,30.2,10.4,10,Partly Cloudy
12-04-14,21,57.9,30.21,11.5,10,Partly Cloudy
12-04-14,22,57.9,30.2,9.21,10,Partly Cloudy
12-04-14,23,57,30.2,5.75,10,Partly Cloudy
13-04-14,0,55,30.19,9.21,10,Partly Cloudy
13-04-14,1,52,30.2,6.9,10,Partly Cloudy
13-04-14,2,53.1,30.19,3.45,10,Clear
13-04-14,3,53.1,30.19,0,10,Mostly Cloudy
13-04-14,4,53.1,30.19,3.45,10,Overcast
13-04-14,5,51.1,30.18,0,10,Overcast
13-04-14,6,54,30.18,0,10,Overcast
13-04-14,7,54,30.18,3.45,10,Mostly Cloudy
13-04-14,8,57,30.17,0,10,Mostly Cloudy
13-04-14,9,62.1,30.16,4.6,10,Mostly Cloudy
13-04-14,10,63,30.13,5.75,10,Mostly Cloudy
13-04-14,11,66.9,30.11,8.06,10,Mostly Cloudy
13-04-14,12,71.1,30.09,4.6,10,Mostly Cloudy
13-04-14,13,81,30.05,12.7,10,Mostly Cloudy
13-04-14,14,82.9,30.02,24.2,10,Mostly Cloudy
13-04-14,15,82,29.98,18.4,10,Mostly Cloudy
13-04-14,16,82,29.97,16.1,10,Mostly Cloudy
13-04-14,17,81,29.98,19.6,10,Mostly Cloudy
13-04-14,18,77,29.98,13.8,10,Mostly Cloudy
13-04-14,19,73,29.99,13.8,10,Mostly Cloudy
13-04-14,20,71.1,30.01,13.8,10,Partly Cloudy
13-04-14,21,68,30.02,12.7,10,Partly Cloudy
13-04-14,22,66.9,30.01,12.7,10,Partly Cloudy
13-04-14,23,66,30.01,9.21,10,Partly Cloudy
14-04-14,0,64.9,30.02,13.8,10,Partly Cloudy
14-04-14,1,64.9,30.01,12.7,10,Partly Cloudy
14-04-14,2,64.9,30,11.5,10,Partly Cloudy
14-04-14,3,64,29.99,9.21,10,Mostly Cloudy
14-04-14,4,63,29.98,8.06,10,Mostly Cloudy
14-04-14,5,63,29.98,8.06,10,Mostly Cloudy
14-04-14,6,62.1,29.99,11.5,10,Mostly Cloudy
14-04-14,7,64,29.99,13.8,10,Mostly Cloudy
14-04-14,8,66,29.99,12.7,10,Mostly Cloudy
14-04-14,9,68,29.99,16.1,10,Mostly Cloudy
14-04-14,10,73,29.99,15,10,Mostly Cloudy
14-04-14,11,75,29.96,18.4,10,Mostly Cloudy
14-04-14,12,75.9,29.95,25.3,10,Mostly Cloudy
14-04-14,13,78.1,29.93,20.7,10,Mostly Cloudy
14-04-14,14,77,29.9,21.9,10,Mostly Cloudy
14-04-14,15,79,29.88,20.7,10,Mostly Cloudy
14-04-14,16,78.1,29.86,23,10,Mostly Cloudy
14-04-14,17,75.9,29.85,17.3,10,Mostly Cloudy
14-04-14,18,72,29.85,16.1,10,Mostly Cloudy
14-04-14,19,69.1,29.87,15,10,Overcast
14-04-14,20,68,29.88,15,10,Overcast
14-04-14,21,66,29.87,11.5,10,Overcast
14-04-14,22,66,29.86,16.1,10,Overcast
14-04-14,23,64.9,29.85,11.5,10,Overcast
15-04-14,0,64.9,29.85,8.06,10,Overcast
15-04-14,1,64.9,29.81,8.06,10,Mostly Cloudy
15-04-14,2,64.9,29.81,12.7,10,Overcast
15-04-14,3,64,29.8,9.21,10,Overcast
15-04-14,4,63,29.78,6.9,7,Overcast
15-04-14,5,63,29.75,8.06,8,Overcast
15-04-14,6,63,29.73,15,7,Overcast
15-04-14,7,64,29.72,17.3,9,Overcast
15-04-14,8,64,29.7,16.1,10,Overcast
15-04-14,9,64,29.68,16.1,9,Overcast
15-04-14,10,64,29.64,19.6,3,Overcast
15-04-14,11,64,29.63,18.4,2,Overcast
15-04-14,12,64.9,29.57,17.3,7,Overcast
15-04-14,13,66,29.56,20.7,9,Overcast
15-04-14,14,66,29.53,15,9,Overcast
15-04-14,15,66,29.53,8.06,10,Overcast
15-04-14,16,66,29.57,15,10,Overcast
15-04-14,17,53.1,29.63,15,7,Overcast
15-04-14,18,48,29.68,17.3,6,Overcast
15-04-14,19,44.1,29.74,17.3,3,Overcast
15-04-14,20,41,29.8,17.3,5,Overcast
15-04-14,21,39,29.84,18.4,5,Overcast
15-04-14,22,36,29.9,21.9,4,Overcast
15-04-14,23,34,29.92,18.4,1,Overcast
16-04-14,0,34,29.93,11.5,2.5,Overcast
16-04-14,1,36,29.97,16.1,10,Overcast
16-04-14,2,35.1,29.98,20.7,10,Overcast
16-04-14,3,34,30.07,23,10,Overcast
16-04-14,4,32,30.09,20.7,10,Overcast
16-04-14,5,30.9,30.15,20.7,10,Partly Cloudy
16-04-14,6,32,30.23,20.7,10,Partly Cloudy
16-04-14,7,33.1,30.25,17.3,10,Partly Cloudy
16-04-14,8,34,30.29,21.9,10,Mostly Clear
16-04-14,9,37,30.32,18.4,10,Mostly Clear
16-04-14,10,39.9,30.36,12.7,10,Mostly Clear
16-04-14,11,42.1,30.39,17.3,10,Mostly Clear
16-04-14,12,44.1,30.4,12.7,10,Mostly Clear
16-04-14,13,46.9,30.41,16.1,10,Mostly Clear
16-04-14,14,48,30.41,11.5,10,Mostly Clear
16-04-14,15,48.9,30.41,10.4,10,Mostly Clear
16-04-14,16,48,30.42,12.7,10,Mostly Clear
16-04-14,17,46.9,30.44,10.4,10,Mostly Clear
16-04-14,18,46.9,30.44,12.7,10,Mostly Clear
16-04-14,19,46,30.46,12.7,10,Partly Cloudy
16-04-14,20,44.1,30.5,10.4,10,Mostly Clear
16-04-14,21,43,30.53,11.5,10,Clear
16-04-14,22,41,30.55,10.4,10,Mostly Clear
16-04-14,23,39.9,30.57,10.4,10,Mostly Clear
17-04-14,0,37.9,30.59,10.4,10,Clear
17-04-14,1,37,30.61,11.5,10,Clear
17-04-14,2,36,30.62,10.4,10,Clear
17-04-14,3,36,30.63,12.7,10,Mostly Clear
17-04-14,4,34,30.63,10.4,10,Mostly Clear
17-04-14,5,35.1,30.64,10.4,10,Mostly Clear
17-04-14,6,37,30.67,10.4,10,Mostly Clear
17-04-14,7,39,30.7,12.7,10,Mostly Clear
17-04-14,8,39.9,30.72,8.06,10,Mostly Clear
17-04-14,9,42.1,30.73,10.4,10,Mostly Clear
17-04-14,10,44.1,30.74,5.75,10,Partly Cloudy
17-04-14,11,46,30.73,3.45,10,Mostly Cloudy
17-04-14,12,46,30.71,8.06,10,Mostly Cloudy
17-04-14,13,44.1,30.71,13.8,10,Mostly Cloudy
17-04-14,14,45,30.7,9.21,10,Mostly Cloudy
17-04-14,15,45,30.68,10.4,10,Mostly Cloudy
17-04-14,16,45,30.67,10.4,10,Mostly Cloudy
17-04-14,17,44.1,30.66,11.5,10,Mostly Cloudy
17-04-14,18,43,30.66,9.21,10,Mostly Cloudy
17-04-14,19,42.1,30.65,8.06,10,Mostly Cloudy
17-04-14,20,41,30.65,6.9,10,Partly Cloudy
17-04-14,21,41,30.64,8.06,10,Partly Cloudy
17-04-14,22,41,30.61,5.75,10,Partly Cloudy
17-04-14,23,41,30.61,9.21,10,Partly Cloudy
18-04-14,0,39.9,30.61,8.06,10,Partly Cloudy
18-04-14,1,39,30.62,4.6,10,Mostly Cloudy
18-04-14,2,39,30.58,5.75,10,Overcast
18-04-14,3,39,30.55,5.75,10,Overcast
18-04-14,4,37.9,30.5,8.06,10,Overcast
18-04-14,5,37.9,30.52,8.06,10,Overcast
18-04-14,6,37,30.54,10.4,10,Mostly Cloudy
18-04-14,7,37,30.56,6.9,10,Mostly Cloudy
18-04-14,8,39,30.56,3.45,10,Mostly Cloudy
18-04-14,9,41,30.54,8.06,10,Mostly Cloudy
18-04-14,10,42.1,30.51,3.45,10,Overcast
18-04-14,11,43,30.49,4.6,10,Mostly Cloudy
18-04-14,12,44.1,30.47,0,10,Overcast
18-04-14,13,46,30.46,5.75,10,Overcast
18-04-14,14,46,30.42,4.6,10,Overcast
18-04-14,15,46.9,30.38,6.9,10,Overcast
18-04-14,16,46.9,30.37,3.45,10,Overcast
18-04-14,17,46.9,30.34,4.6,10,Overcast
18-04-14,18,46,30.32,6.9,10,Overcast
18-04-14,19,44.1,30.3,4.6,10,Overcast
18-04-14,20,43,30.32,4.6,10,Overcast
18-04-14,21,43,30.3,3.45,10,Overcast
18-04-14,22,42.1,30.29,4.6,10,Overcast
18-04-14,23,42.1,30.29,8.06,10,Overcast
19-04-14,0,39.9,30.28,5.75,10,Overcast
19-04-14,1,39.9,30.27,3.45,10,Overcast
19-04-14,2,39.9,30.25,6.9,10,Overcast
19-04-14,3,39,30.23,4.6,10,Overcast
19-04-14,4,39,30.24,5.75,10,Mostly Cloudy
19-04-14,5,39.9,30.24,6.9,10,Mostly Cloudy
19-04-14,6,41,30.25,5.75,10,Mostly Cloudy
19-04-14,7,45,30.27,3.45,10,Mostly Cloudy
19-04-14,8,51.1,30.27,3.45,10,Partly Cloudy
19-04-14,9,57,30.27,10.4,10,Mostly Cloudy
19-04-14,10,61,30.28,10.4,10,Mostly Cloudy
19-04-14,11,63,30.27,10.4,10,Mostly Cloudy
19-04-14,12,64.9,30.25,15,10,Mostly Cloudy
19-04-14,13,64.9,30.23,13.8,10,Mostly Cloudy
19-04-14,14,66.9,30.22,17.3,10,Mostly Cloudy
19-04-14,15,68,30.22,10.4,10,Mostly Cloudy
19-04-14,16,66.9,30.22,5.75,10,Mostly Cloudy
19-04-14,17,66.9,30.23,10.4,10,Mostly Cloudy
19-04-14,18,64,30.25,11.5,10,Mostly Cloudy
19-04-14,19,63,30.26,6.9,10,Mostly Cloudy
19-04-14,20,60.1,30.29,4.6,10,Mostly Cloudy
19-04-14,21,57.9,30.32,13.8,10,Partly Cloudy
19-04-14,22,55,30.34,13.8,10,Mostly Cloudy
19-04-14,23,53.1,30.34,11.5,10,Mostly Cloudy
20-04-14,0,52,30.36,13.8,10,Mostly Cloudy
20-04-14,1,50,30.37,11.5,10,Mostly Cloudy
20-04-14,2,50,30.39,12.7,10,Mostly Cloudy
20-04-14,3,51.1,30.4,11.5,10,Partly Cloudy
20-04-14,4,48.9,30.42,6.9,10,Mostly Cloudy
20-04-14,5,48,30.43,8.06,10,Mostly Cloudy
20-04-14,6,48,30.46,13.8,10,Mostly Cloudy
20-04-14,7,48,30.48,11.5,10,Mostly Cloudy
20-04-14,8,50,30.48,8.06,10,Mostly Cloudy
20-04-14,9,51.1,30.49,9.21,10,Mostly Cloudy
20-04-14,10,53.1,30.49,8.06,10,Mostly Cloudy
20-04-14,11,53.1,30.49,15,10,Mostly Cloudy
20-04-14,12,53.1,30.48,10.4,10,Mostly Cloudy
20-04-14,13,52,30.47,10.4,10,Mostly Cloudy
20-04-14,14,52,30.46,12.7,10,Partly Cloudy
20-04-14,15,52,30.44,12.7,10,Partly Cloudy
20-04-14,16,50,30.44,9.21,10,Partly Cloudy
20-04-14,17,50,30.43,10.4,10,Partly Cloudy
20-04-14,18,48.9,30.41,4.6,10,Partly Cloudy
20-04-14,19,46.9,30.4,4.6,10,Partly Cloudy
20-04-14,20,45,30.39,0,10,Partly Cloudy
20-04-14,21,45,30.38,0,10,Partly Cloudy
20-04-14,22,44.1,30.36,0,10,Mostly Clear
20-04-14,23,45,30.34,0,10,Mostly Clear
21-04-14,0,42.1,30.31,4.6,10,Mostly Clear
21-04-14,1,43,30.28,3.45,10,Mostly Clear
21-04-14,2,41,30.26,4.6,10,Clear
21-04-14,3,42.1,30.26,4.6,10,Mostly Clear
21-04-14,4,37.9,30.24,5.75,10,Clear
21-04-14,5,37.9,30.23,3.45,10,Mostly Clear
21-04-14,6,39.9,30.24,5.75,10,Partly Cloudy
21-04-14,7,46,30.22,3.45,10,Mostly Clear
21-04-14,8,50,30.21,4.6,10,Partly Cloudy
21-04-14,9,51.1,30.19,0,10,Mostly Cloudy
21-04-14,10,55,30.18,0,10,Mostly Cloudy
21-04-14,11,57,30.14,3.45,10,Partly Cloudy
21-04-14,12,61,30.1,5.75,10,Partly Cloudy
21-04-14,13,63,30.07,8.06,10,Mostly Clear
21-04-14,14,64,30.03,8.06,10,Mostly Clear
21-04-14,15,63,30,9.21,10,Partly Cloudy
21-04-14,16,60.1,29.98,8.06,10,Partly Cloudy
